Lần chạy 1...
Decode time: 0.0418973 seconds
Decode time: 0.085824 seconds
Decode time: 0.145884 seconds
Decode time: 0.239 seconds
Decode time: 0.146424 seconds
Decode time: 0.166985 seconds
Decode time: 0.0897344 seconds
Decode time: 0.0509586 seconds
Decode time: 0.0453778 seconds
Decode time: 0.090865 seconds
Decode time: 0.126171 seconds
Decode time: 0.222092 seconds
Decode time: 0.201485 seconds
Decode time: 0.0538422 seconds
Decode time: 0.0926471 seconds
Decode time: 0.181173 seconds
Decode time: 0.11375 seconds
Decode time: 0.124554 seconds
Decode time: 0.126968 seconds
Decode time: 0.207396 seconds
Decode time: 0.139285 seconds
Decode time: 0.0517846 seconds
Decode time: 0.129913 seconds
Decode time: 0.193573 seconds
Decode time: 0.0639406 seconds
Decode time: 0.0507291 seconds
Decode time: 0.0433621 seconds
Decode time: 0.1438 seconds
Decode time: 0.155936 seconds
Decode time: 0.238053 seconds
Decode time: 0.139295 seconds
Decode time: 0.137583 seconds
Decode time: 0.178692 seconds
Decode time: 0.0928225 seconds
Decode time: 0.0584778 seconds
Decode time: 0.130182 seconds
Decode time: 0.125017 seconds
Decode time: 0.118829 seconds
Decode time: 0.125626 seconds
Decode time: 0.216187 seconds
Decode time: 0.0527961 seconds
Decode time: 0.0934841 seconds
Decode time: 0.0957347 seconds
Decode time: 0.051994 seconds
Decode time: 0.113084 seconds
Decode time: 0.132514 seconds
Decode time: 0.11353 seconds
Decode time: 0.117624 seconds
Decode time: 0.130431 seconds
Decode time: 0.119775 seconds
Decode time: 0.0432214 seconds
Decode time: 0.0546213 seconds
Decode time: 0.0416763 seconds
Decode time: 0.0477468 seconds
Decode time: 0.134795 seconds
Decode time: 0.20537 seconds
Decode time: 0.0895814 seconds
Decode time: 0.0499308 seconds
Decode time: 0.0972684 seconds
Decode time: 0.0519463 seconds
Decode time: 0.217155 seconds
Decode time: 0.133182 seconds
Decode time: 0.182251 seconds
Decode time: 0.0357974 seconds
Decode time: 0.0841235 seconds
Decode time: 0.0586736 seconds
Decode time: 0.129096 seconds
Decode time: 0.123399 seconds
Decode time: 0.0580583 seconds
Decode time: 0.131857 seconds
Decode time: 0.147154 seconds
Decode time: 0.225137 seconds
Decode time: 0.149706 seconds
Decode time: 0.151672 seconds
Decode time: 0.183935 seconds
Decode time: 0.148642 seconds
Decode time: 0.0609449 seconds
Decode time: 0.104245 seconds
Decode time: 0.138781 seconds
Decode time: 0.127665 seconds
Decode time: 0.0600097 seconds
Decode time: 0.150726 seconds
Decode time: 0.154086 seconds
Decode time: 0.10413 seconds
Decode time: 0.0484494 seconds
Decode time: 0.0636569 seconds
Decode time: 0.10631 seconds
Decode time: 0.105546 seconds
Decode time: 0.0590801 seconds
Decode time: 0.191699 seconds
Decode time: 0.145591 seconds
Processed images in 167.80 s -> FPS = 5.96
Thời gian: 
Lần chạy 2...
Decode time: 0.0827118 seconds
Decode time: 0.0453938 seconds
Decode time: 0.110864 seconds
Decode time: 0.0697161 seconds
Decode time: 0.183512 seconds
Decode time: 0.189536 seconds
Decode time: 0.140593 seconds
Decode time: 0.132684 seconds
Decode time: 0.0515624 seconds
Decode time: 0.225531 seconds
Decode time: 0.146225 seconds
Decode time: 0.150832 seconds
Decode time: 0.13392 seconds
Decode time: 0.143283 seconds
Decode time: 0.0518485 seconds
Decode time: 0.235366 seconds
Decode time: 0.0395119 seconds
Decode time: 0.0922653 seconds
Decode time: 0.129472 seconds
Decode time: 0.209477 seconds
Decode time: 0.159612 seconds
Decode time: 0.155876 seconds
Decode time: 0.145335 seconds
Decode time: 0.161987 seconds
Decode time: 0.0652626 seconds
Decode time: 0.10937 seconds
Decode time: 0.216116 seconds
Decode time: 0.160463 seconds
Decode time: 0.0566306 seconds
Decode time: 0.158456 seconds
Decode time: 0.104659 seconds
Decode time: 0.0447011 seconds
Decode time: 0.100236 seconds
Decode time: 0.046024 seconds
Decode time: 0.124704 seconds
Decode time: 0.229301 seconds
Decode time: 0.0644114 seconds
Decode time: 0.10071 seconds
Decode time: 0.234892 seconds
Decode time: 0.0631212 seconds
Decode time: 0.090343 seconds
Decode time: 0.125833 seconds
Decode time: 0.123768 seconds
Decode time: 0.154562 seconds
Decode time: 0.0701166 seconds
Decode time: 0.0970631 seconds
Decode time: 0.0500639 seconds
Decode time: 0.223149 seconds
Decode time: 0.159179 seconds
Decode time: 0.119304 seconds
Decode time: 0.133743 seconds
Decode time: 0.0544932 seconds
Decode time: 0.166567 seconds
Decode time: 0.201608 seconds
Decode time: 0.08217 seconds
Decode time: 0.0479572 seconds
Decode time: 0.040742 seconds
Decode time: 0.0831929 seconds
Decode time: 0.188575 seconds
Decode time: 0.146675 seconds
Decode time: 0.124003 seconds
Decode time: 0.149151 seconds
Decode time: 0.120949 seconds
Decode time: 0.0452283 seconds
Decode time: 0.210917 seconds
Decode time: 0.0730831 seconds
Decode time: 0.0880979 seconds
Decode time: 0.16408 seconds
Decode time: 0.15831 seconds
Decode time: 0.175423 seconds
Decode time: 0.161556 seconds
Decode time: 0.251065 seconds
Decode time: 0.0505729 seconds
Decode time: 0.0678747 seconds
Decode time: 0.0522883 seconds
Decode time: 0.154306 seconds
Decode time: 0.229826 seconds
Decode time: 0.065286 seconds
Decode time: 0.0508126 seconds
Decode time: 0.0627376 seconds
Decode time: 0.0925889 seconds
Decode time: 0.0542506 seconds
Decode time: 0.0526223 seconds
Decode time: 0.136169 seconds
Decode time: 0.214248 seconds
Decode time: 0.153137 seconds
Decode time: 0.219799 seconds
Decode time: 0.0944263 seconds
Decode time: 0.0510577 seconds
Decode time: 0.158134 seconds
Decode time: 0.160148 seconds
Decode time: 0.149895 seconds
Decode time: 0.154675 seconds
Decode time: 0.141869 seconds
Decode time: 0.225604 seconds
Decode time: 0.054419 seconds
Decode time: 0.0814565 seconds
Decode time: 0.056685 seconds
Decode time: 0.132762 seconds
Decode time: 0.139454 seconds
Decode time: 0.158163 seconds
Decode time: 0.150704 seconds
Decode time: 0.0867735 seconds
Decode time: 0.0436076 seconds
Decode time: 0.106051 seconds
Decode time: 0.0596149 seconds
Decode time: 0.221053 seconds
Decode time: 0.257202 seconds
Decode time: 0.150184 seconds
Decode time: 0.161661 seconds
Decode time: 0.143725 seconds
Decode time: 0.17139 seconds
Decode time: 0.0472555 seconds
Decode time: 0.038137 seconds
Decode time: 0.116079 seconds
Decode time: 0.094637 seconds
Decode time: 0.231348 seconds
Decode time: 0.0461917 seconds
Decode time: 0.227244 seconds
Decode time: 0.166128 seconds
Decode time: 0.097667 seconds
Decode time: 0.0571909 seconds
Decode time: 0.0688564 seconds
Decode time: 0.119543 seconds
Decode time: 0.140994 seconds
Decode time: 0.182181 seconds
Decode time: 0.152715 seconds
Decode time: 0.171273 seconds
Decode time: 0.227407 seconds
Decode time: 0.128357 seconds
Decode time: 0.0436029 seconds
Decode time: 0.0982031 seconds
Decode time: 0.0631648 seconds
Decode time: 0.134274 seconds
Decode time: 0.15399 seconds
Decode time: 0.139411 seconds
Decode time: 0.119705 seconds
Decode time: 0.059145 seconds
Decode time: 0.101235 seconds
Decode time: 0.0609782 seconds
Decode time: 0.111451 seconds
Decode time: 0.15911 seconds
Decode time: 0.15613 seconds
Decode time: 0.159488 seconds
Decode time: 0.124102 seconds
Decode time: 0.105226 seconds
Decode time: 0.0491379 seconds
Decode time: 0.128477 seconds
Decode time: 0.193127 seconds
Decode time: 0.133939 seconds
Decode time: 0.141317 seconds
Decode time: 0.14891 seconds
Decode time: 0.135277 seconds
Decode time: 0.0598969 seconds
Decode time: 0.0499856 seconds
Decode time: 0.100856 seconds
Decode time: 0.216845 seconds
Decode time: 0.146779 seconds
Decode time: 0.172545 seconds
Decode time: 0.236592 seconds
Decode time: 0.0875578 seconds
Decode time: 0.0537725 seconds
Decode time: 0.0442337 seconds
Decode time: 0.0882572 seconds
Decode time: 0.0401484 seconds
Decode time: 0.0601839 seconds
Decode time: 0.15393 seconds
Decode time: 0.167399 seconds
Decode time: 0.149794 seconds
Decode time: 0.100343 seconds
Decode time: 0.212251 seconds
Decode time: 0.150921 seconds
Decode time: 0.161856 seconds
Decode time: 0.207115 seconds
Decode time: 0.124621 seconds
Decode time: 0.137651 seconds
Decode time: 0.0993842 seconds
Decode time: 0.0444777 seconds
Decode time: 0.216655 seconds
Decode time: 0.225827 seconds
Decode time: 0.145447 seconds
Decode time: 0.0474185 seconds
Decode time: 0.0533752 seconds
Decode time: 0.0897769 seconds
Decode time: 0.0371329 seconds
Decode time: 0.139047 seconds
Decode time: 0.130736 seconds
Decode time: 0.212566 seconds
Decode time: 0.143234 seconds
Decode time: 0.167913 seconds
Decode time: 0.233267 seconds
Decode time: 0.0618462 seconds
Decode time: 0.0941515 seconds
Decode time: 0.131478 seconds
Decode time: 0.127518 seconds
Decode time: 0.150896 seconds
Decode time: 0.143213 seconds
Decode time: 0.131267 seconds
Decode time: 0.215358 seconds
Decode time: 0.0487745 seconds
Decode time: 0.0995991 seconds
Decode time: 0.0612102 seconds
Decode time: 0.292175 seconds
Decode time: 0.174255 seconds
Decode time: 0.061512 seconds
Decode time: 0.0445467 seconds
Decode time: 0.0879812 seconds
Decode time: 0.19794 seconds
Decode time: 0.132022 seconds
Decode time: 0.118955 seconds
Decode time: 0.183578 seconds
Decode time: 0.141628 seconds
Decode time: 0.157935 seconds
Decode time: 0.206313 seconds
Decode time: 0.0499653 seconds
Decode time: 0.101289 seconds
Decode time: 0.106539 seconds
Decode time: 0.0619977 seconds
Decode time: 0.145108 seconds
Decode time: 0.154649 seconds
Decode time: 0.168841 seconds
Decode time: 0.121332 seconds
Decode time: 0.142897 seconds
Decode time: 0.179257 seconds
Decode time: 0.0377699 seconds
Decode time: 0.0615001 seconds
Decode time: 0.108186 seconds
Decode time: 0.244038 seconds
Decode time: 0.171481 seconds
Decode time: 0.198641 seconds
Decode time: 0.0402588 seconds
Decode time: 0.085625 seconds
Decode time: 0.0432331 seconds
Decode time: 0.189556 seconds
Decode time: 0.131771 seconds
Decode time: 0.128624 seconds
Decode time: 0.148338 seconds
Decode time: 0.0451058 seconds
Decode time: 0.09866 seconds
Decode time: 0.0439172 seconds
Decode time: 0.102283 seconds
Decode time: 0.0632785 seconds
Decode time: 0.108705 seconds
Decode time: 0.155868 seconds
Decode time: 0.158846 seconds
Decode time: 0.139971 seconds
Decode time: 0.163757 seconds
Decode time: 0.217387 seconds
Decode time: 0.197398 seconds
Decode time: 0.0983867 seconds
Decode time: 0.053124 seconds
Decode time: 0.108458 seconds
Decode time: 0.0504312 seconds
Decode time: 0.0622017 seconds
Decode time: 0.102272 seconds
Decode time: 0.228047 seconds
Decode time: 0.0630704 seconds
Decode time: 0.217096 seconds
Decode time: 0.157029 seconds
Decode time: 0.0521554 seconds
Decode time: 0.0823115 seconds
Decode time: 0.139498 seconds
Decode time: 0.152635 seconds
Decode time: 0.0636099 seconds
Decode time: 0.156882 seconds
Decode time: 0.164488 seconds
Decode time: 0.139902 seconds
Decode time: 0.218192 seconds
Decode time: 0.0834278 seconds
Decode time: 0.0632877 seconds
Decode time: 0.169158 seconds
Decode time: 0.12866 seconds
Decode time: 0.0492651 seconds
Decode time: 0.12499 seconds
Decode time: 0.137748 seconds
Decode time: 0.106521 seconds
Decode time: 0.0575465 seconds
Decode time: 0.109229 seconds
Decode time: 0.0531141 seconds
Decode time: 0.241684 seconds
Decode time: 0.226706 seconds
Decode time: 0.142504 seconds
Decode time: 0.129449 seconds
Decode time: 0.127231 seconds
Decode time: 0.19251 seconds
Decode time: 0.0553857 seconds
Decode time: 0.0623209 seconds
Decode time: 0.0922744 seconds
Decode time: 0.050567 seconds
Decode time: 0.0426401 seconds
Decode time: 0.0546219 seconds
Decode time: 0.153535 seconds
Decode time: 0.153155 seconds
Decode time: 0.204515 seconds
Decode time: 0.212663 seconds
Decode time: 0.0636312 seconds
Decode time: 0.103748 seconds
Decode time: 0.159188 seconds
Decode time: 0.154371 seconds
Decode time: 0.154454 seconds
Decode time: 0.19616 seconds
Decode time: 0.0508739 seconds
Decode time: 0.264867 seconds
Decode time: 0.0965001 seconds
Decode time: 0.0542146 seconds
Decode time: 0.156528 seconds
Decode time: 0.147881 seconds
Decode time: 0.160218 seconds
Decode time: 0.16632 seconds
Decode time: 0.234503 seconds
Decode time: 0.0665579 seconds
Decode time: 0.0517827 seconds
Decode time: 0.0525207 seconds
Decode time: 0.201272 seconds
Decode time: 0.161828 seconds
Decode time: 0.0509623 seconds
Decode time: 0.0934343 seconds
Decode time: 0.218297 seconds
Decode time: 0.135393 seconds
Decode time: 0.155198 seconds
Decode time: 0.0670456 seconds
Decode time: 0.140504 seconds
Decode time: 0.164111 seconds
Decode time: 0.229236 seconds
Decode time: 0.0858751 seconds
Decode time: 0.0487188 seconds
Decode time: 0.062596 seconds
Decode time: 0.0928838 seconds
Decode time: 0.136667 seconds
Decode time: 0.213122 seconds
Decode time: 0.132507 seconds
Decode time: 0.131677 seconds
Decode time: 0.173318 seconds
Decode time: 0.137804 seconds
Decode time: 0.0516016 seconds
Decode time: 0.107403 seconds
Decode time: 0.0593123 seconds
Decode time: 0.105612 seconds
Decode time: 0.226225 seconds
Decode time: 0.155149 seconds
Decode time: 0.0827198 seconds
Decode time: 0.0596517 seconds
Decode time: 0.23606 seconds
Decode time: 0.0965902 seconds
Decode time: 0.0552098 seconds
Decode time: 0.14702 seconds
Decode time: 0.170332 seconds
Decode time: 0.0623085 seconds
Decode time: 0.153659 seconds
Decode time: 0.0590141 seconds
Decode time: 0.228316 seconds
Decode time: 0.100275 seconds
Decode time: 0.0505499 seconds
Decode time: 0.232004 seconds
Decode time: 0.166713 seconds
Decode time: 0.121028 seconds
Decode time: 0.141455 seconds
Decode time: 0.133442 seconds
Decode time: 0.137313 seconds
Decode time: 0.102641 seconds
Decode time: 0.0754248 seconds
Decode time: 0.172344 seconds
Decode time: 0.199367 seconds
Decode time: 0.0582236 seconds
Decode time: 0.0494629 seconds
Decode time: 0.112745 seconds
Decode time: 0.0721289 seconds
Decode time: 0.114687 seconds
Decode time: 0.244967 seconds
Decode time: 0.188142 seconds
Decode time: 0.150435 seconds
Decode time: 0.16364 seconds
Decode time: 0.0623486 seconds
Decode time: 0.225951 seconds
Decode time: 0.144721 seconds
Decode time: 0.147243 seconds
Decode time: 0.14058 seconds
Decode time: 0.146505 seconds
Decode time: 0.148143 seconds
Decode time: 0.133329 seconds
Decode time: 0.184847 seconds
Decode time: 0.141424 seconds
Decode time: 0.0531958 seconds
Decode time: 0.0409876 seconds
Decode time: 0.0934137 seconds
Decode time: 0.0858905 seconds
Decode time: 0.0980206 seconds
Decode time: 0.0468476 seconds
Decode time: 0.123938 seconds
Decode time: 0.140967 seconds
Decode time: 0.126471 seconds
Decode time: 0.114874 seconds
Decode time: 0.19782 seconds
Decode time: 0.0531275 seconds
Decode time: 0.0850612 seconds
Decode time: 0.176148 seconds
Decode time: 0.111754 seconds
Decode time: 0.118167 seconds
Decode time: 0.145832 seconds
Decode time: 0.153119 seconds
Decode time: 0.127992 seconds
Decode time: 0.18289 seconds
Decode time: 0.0373283 seconds
Decode time: 0.0774241 seconds
Decode time: 0.0468825 seconds
Decode time: 0.223644 seconds
Decode time: 0.230231 seconds
Decode time: 0.136103 seconds
Decode time: 0.0454059 seconds
Decode time: 0.0435786 seconds
Decode time: 0.0832151 seconds
Decode time: 0.165366 seconds
Decode time: 0.112307 seconds
Decode time: 0.0534748 seconds
Decode time: 0.0586557 seconds
Decode time: 0.220016 seconds
Decode time: 0.159944 seconds
Decode time: 0.15679 seconds
Decode time: 0.224916 seconds
Decode time: 0.115639 seconds
Decode time: 0.16481 seconds
Decode time: 0.215977 seconds
Decode time: 0.0456419 seconds
Decode time: 0.115777 seconds
Decode time: 0.0592726 seconds
Decode time: 0.0887509 seconds
Decode time: 0.128995 seconds
Decode time: 0.127958 seconds
Decode time: 0.239469 seconds
Decode time: 0.18252 seconds
Decode time: 0.13842 seconds
Decode time: 0.207026 seconds
Decode time: 0.105758 seconds
Decode time: 0.0532632 seconds
Decode time: 0.151344 seconds
Decode time: 0.144134 seconds
Decode time: 0.185217 seconds
Decode time: 0.159104 seconds
Decode time: 0.138368 seconds
Decode time: 0.227275 seconds
Decode time: 0.0488802 seconds
Decode time: 0.0887794 seconds
Decode time: 0.0383808 seconds
Decode time: 0.205963 seconds
Decode time: 0.14918 seconds
Decode time: 0.229527 seconds
Decode time: 0.149496 seconds
Decode time: 0.125284 seconds
Decode time: 0.118992 seconds
Decode time: 0.0804585 seconds
Decode time: 0.0452675 seconds
Decode time: 0.23722 seconds
Decode time: 0.168052 seconds
Decode time: 0.223214 seconds
Decode time: 0.0464411 seconds
Decode time: 0.0431136 seconds
Decode time: 0.0863051 seconds
Decode time: 0.0530941 seconds
Decode time: 0.146477 seconds
Decode time: 0.239576 seconds
Decode time: 0.181053 seconds
Decode time: 0.0571364 seconds
Decode time: 0.10634 seconds
Decode time: 0.0489075 seconds
Decode time: 0.063496 seconds
Decode time: 0.0491054 seconds
Decode time: 0.0832706 seconds
Decode time: 0.162622 seconds
Decode time: 0.155693 seconds
Decode time: 0.167768 seconds
Decode time: 0.0873848 seconds
Decode time: 0.178663 seconds
Decode time: 0.124801 seconds
Decode time: 0.13319 seconds
Decode time: 0.172602 seconds
Decode time: 0.180676 seconds
Decode time: 0.0914606 seconds
Decode time: 0.135846 seconds
Decode time: 0.15106 seconds
Decode time: 0.176354 seconds
Decode time: 0.243347 seconds
Decode time: 0.170653 seconds
Decode time: 0.178393 seconds
Decode time: 0.154018 seconds
Decode time: 0.121876 seconds
Decode time: 0.0506512 seconds
Decode time: 0.0666202 seconds
Decode time: 0.196105 seconds
Decode time: 0.228489 seconds
Decode time: 0.169999 seconds
Decode time: 0.13509 seconds
Decode time: 0.0465858 seconds
Decode time: 0.108767 seconds
Decode time: 0.0512992 seconds
Decode time: 0.162288 seconds
Decode time: 0.141247 seconds
Decode time: 0.147441 seconds
Decode time: 0.13249 seconds
Decode time: 0.0916513 seconds
Decode time: 0.0485259 seconds
Decode time: 0.0910057 seconds
Decode time: 0.051182 seconds
Decode time: 0.130637 seconds
Decode time: 0.136991 seconds
Decode time: 0.161489 seconds
Decode time: 0.159143 seconds
Decode time: 0.0990434 seconds
Decode time: 0.0646298 seconds
Decode time: 0.208581 seconds
Decode time: 0.080079 seconds
Decode time: 0.0450641 seconds
Decode time: 0.216982 seconds
Decode time: 0.16738 seconds
Decode time: 0.0964357 seconds
Decode time: 0.0447641 seconds
Decode time: 0.0533748 seconds
Decode time: 0.132973 seconds
Decode time: 0.130646 seconds
Decode time: 0.128642 seconds
Decode time: 0.216382 seconds
Decode time: 0.108081 seconds
Decode time: 0.0560317 seconds
Decode time: 0.0538568 seconds
Decode time: 0.209124 seconds
Decode time: 0.119553 seconds
Decode time: 0.146217 seconds
Decode time: 0.140497 seconds
Decode time: 0.196052 seconds
Decode time: 0.257037 seconds
Decode time: 0.0637557 seconds
Decode time: 0.101583 seconds
Decode time: 0.21514 seconds
Decode time: 0.139467 seconds
Decode time: 0.238195 seconds
Decode time: 0.159837 seconds
Decode time: 0.203441 seconds
Decode time: 0.255004 seconds
Decode time: 0.0972346 seconds
Decode time: 0.0538483 seconds
Decode time: 0.132025 seconds
Decode time: 0.160835 seconds
Decode time: 0.0560372 seconds
Decode time: 0.0519252 seconds
Decode time: 0.103687 seconds
Decode time: 0.0614472 seconds
Decode time: 0.0882317 seconds
Decode time: 0.181842 seconds
Decode time: 0.152909 seconds
Decode time: 0.049313 seconds
Decode time: 0.087504 seconds
Decode time: 0.0668507 seconds
Decode time: 0.230113 seconds
Decode time: 0.205216 seconds
Decode time: 0.149741 seconds
Decode time: 0.120757 seconds
Decode time: 0.16981 seconds
Decode time: 0.137894 seconds
Decode time: 0.239974 seconds
Decode time: 0.129766 seconds
Decode time: 0.0536818 seconds
Decode time: 0.240408 seconds
Decode time: 0.0622157 seconds
Decode time: 0.110216 seconds
Decode time: 0.216113 seconds
Decode time: 0.133888 seconds
Decode time: 0.128765 seconds
Decode time: 0.119068 seconds
Decode time: 0.126733 seconds
Decode time: 0.0508664 seconds
Decode time: 0.0553473 seconds
Decode time: 0.0911601 seconds
Decode time: 0.0595516 seconds
Decode time: 0.14852 seconds
Decode time: 0.161763 seconds
Decode time: 0.157052 seconds
Decode time: 0.109217 seconds
Decode time: 0.154114 seconds
Decode time: 0.219222 seconds
Decode time: 0.134722 seconds
Decode time: 0.119116 seconds
Decode time: 0.126488 seconds
Decode time: 0.102669 seconds
Decode time: 0.223729 seconds
Decode time: 0.091135 seconds
Decode time: 0.0524676 seconds
Decode time: 0.100756 seconds
Decode time: 0.150709 seconds
Decode time: 0.186358 seconds
Decode time: 0.044338 seconds
Decode time: 0.105517 seconds
Decode time: 0.0544038 seconds
Decode time: 0.0675477 seconds
Decode time: 0.242075 seconds
Decode time: 0.176586 seconds
Decode time: 0.128329 seconds
Decode time: 0.0474003 seconds
Decode time: 0.0412543 seconds
Decode time: 0.0838324 seconds
Decode time: 0.136739 seconds
Decode time: 0.201194 seconds
Decode time: 0.144925 seconds
Decode time: 0.125979 seconds
Decode time: 0.132948 seconds
Decode time: 0.116985 seconds
Decode time: 0.116079 seconds
Decode time: 0.0422376 seconds
Decode time: 0.0897892 seconds
Decode time: 0.0627327 seconds
Decode time: 0.0480333 seconds
Decode time: 0.169449 seconds
Decode time: 0.165712 seconds
Decode time: 0.153698 seconds
Decode time: 0.14065 seconds
Decode time: 0.0535504 seconds
Decode time: 0.0888628 seconds
Decode time: 0.154458 seconds
Decode time: 0.208584 seconds
Decode time: 0.153236 seconds
Decode time: 0.106286 seconds
Decode time: 0.0524391 seconds
Decode time: 0.100733 seconds
Decode time: 0.0481089 seconds
Decode time: 0.217562 seconds
Decode time: 0.133728 seconds
Decode time: 0.0976822 seconds
Decode time: 0.0611506 seconds
Decode time: 0.0604625 seconds
Decode time: 0.14343 seconds
Decode time: 0.154709 seconds
Decode time: 0.13388 seconds
Decode time: 0.133608 seconds
Decode time: 0.0571638 seconds
Decode time: 0.0500819 seconds
Decode time: 0.108028 seconds
Decode time: 0.112015 seconds
Decode time: 0.0549588 seconds
Decode time: 0.111336 seconds
Decode time: 0.24803 seconds
Decode time: 0.173039 seconds
Decode time: 0.0997611 seconds
Decode time: 0.0569232 seconds
Decode time: 0.10151 seconds
Decode time: 0.0520517 seconds
Decode time: 0.226138 seconds
Decode time: 0.114133 seconds
Decode time: 0.178593 seconds
Decode time: 0.0449206 seconds
Decode time: 0.0493493 seconds
Decode time: 0.0921771 seconds
Decode time: 0.0565714 seconds
Decode time: 0.153485 seconds
Decode time: 0.149643 seconds
Decode time: 0.153609 seconds
Decode time: 0.216592 seconds
Decode time: 0.14285 seconds
Decode time: 0.146977 seconds
Decode time: 0.137772 seconds
Decode time: 0.213879 seconds
Decode time: 0.111305 seconds
Decode time: 0.0581562 seconds
Decode time: 0.101167 seconds
Decode time: 0.0959132 seconds
Decode time: 0.0516202 seconds
Decode time: 0.128481 seconds
Decode time: 0.135097 seconds
Decode time: 0.163962 seconds
Decode time: 0.14806 seconds
Decode time: 0.135194 seconds
Decode time: 0.0480674 seconds
Decode time: 0.0386 seconds
Decode time: 0.0367595 seconds
Decode time: 0.0473654 seconds
Decode time: 0.203288 seconds
Decode time: 0.152674 seconds
Decode time: 0.222616 seconds
Decode time: 0.0451308 seconds
Decode time: 0.0520314 seconds
Decode time: 0.0434747 seconds
Decode time: 0.146106 seconds
Decode time: 0.134148 seconds
Decode time: 0.158461 seconds
Decode time: 0.230998 seconds
Decode time: 0.158351 seconds
Decode time: 0.209913 seconds
Decode time: 0.0479734 seconds
Decode time: 0.0805386 seconds
Decode time: 0.122522 seconds
Decode time: 0.136548 seconds
Decode time: 0.146136 seconds
Decode time: 0.170689 seconds
Decode time: 0.186402 seconds
Decode time: 0.115802 seconds
Decode time: 0.0722612 seconds
Decode time: 0.0543468 seconds
Decode time: 0.129095 seconds
Decode time: 0.273194 seconds
Decode time: 0.17331 seconds
Decode time: 0.181819 seconds
Decode time: 0.084282 seconds
Decode time: 0.0505669 seconds
Decode time: 0.23206 seconds
Decode time: 0.179923 seconds
Decode time: 0.165114 seconds
Decode time: 0.145204 seconds
Decode time: 0.161263 seconds
Decode time: 0.215606 seconds
Decode time: 0.150183 seconds
Decode time: 0.0573264 seconds
Decode time: 0.0523457 seconds
Decode time: 0.0939435 seconds
Decode time: 0.212678 seconds
Decode time: 0.151312 seconds
Decode time: 0.129736 seconds
Decode time: 0.146111 seconds
Decode time: 0.0661306 seconds
Decode time: 0.0601698 seconds
Decode time: 0.173221 seconds
Decode time: 0.0852766 seconds
Decode time: 0.0471697 seconds
Decode time: 0.107252 seconds
Decode time: 0.050896 seconds
Decode time: 0.140247 seconds
Decode time: 0.153646 seconds
Decode time: 0.21577 seconds
Decode time: 0.0508078 seconds
Decode time: 0.0797293 seconds
Decode time: 0.172751 seconds
Decode time: 0.146799 seconds
Decode time: 0.236901 seconds
Decode time: 0.154693 seconds
Decode time: 0.126976 seconds
Decode time: 0.0462904 seconds
Decode time: 0.178061 seconds
Decode time: 0.129725 seconds
Decode time: 0.148489 seconds
Decode time: 0.136743 seconds
Decode time: 0.147252 seconds
Decode time: 0.0609834 seconds
Decode time: 0.0634195 seconds
Decode time: 0.107971 seconds
Decode time: 0.237624 seconds
Decode time: 0.0592879 seconds
Decode time: 0.155882 seconds
Decode time: 0.149545 seconds
Decode time: 0.146266 seconds
Decode time: 0.147519 seconds
Decode time: 0.120609 seconds
Decode time: 0.0827103 seconds
Decode time: 0.0479059 seconds
Decode time: 0.144187 seconds
Decode time: 0.204154 seconds
Decode time: 0.155356 seconds
Decode time: 0.158086 seconds
Decode time: 0.116676 seconds
Decode time: 0.123217 seconds
Decode time: 0.0903073 seconds
Decode time: 0.0566521 seconds
Decode time: 0.223634 seconds
Decode time: 0.189544 seconds
Decode time: 0.100047 seconds
Decode time: 0.156804 seconds
Decode time: 0.0638785 seconds
Decode time: 0.106674 seconds
Decode time: 0.0511277 seconds
Decode time: 0.172569 seconds
Decode time: 0.218123 seconds
Decode time: 0.142212 seconds
Decode time: 0.100797 seconds
Decode time: 0.0565663 seconds
Decode time: 0.0649732 seconds
Decode time: 0.198484 seconds
Decode time: 0.171548 seconds
Decode time: 0.171429 seconds
Decode time: 0.158482 seconds
Decode time: 0.137062 seconds
Decode time: 0.150151 seconds
Decode time: 0.14663 seconds
Decode time: 0.0447337 seconds
Decode time: 0.0505681 seconds
Decode time: 0.102585 seconds
Decode time: 0.0511356 seconds
Decode time: 0.149877 seconds
Decode time: 0.14788 seconds
Decode time: 0.134884 seconds
Decode time: 0.0808222 seconds
Decode time: 0.183368 seconds
Decode time: 0.0995693 seconds
Decode time: 0.101729 seconds
Decode time: 0.0488128 seconds
Decode time: 0.205122 seconds
Decode time: 0.160444 seconds
Decode time: 0.0399897 seconds
Decode time: 0.053436 seconds
Decode time: 0.0417507 seconds
Decode time: 0.0865428 seconds
Decode time: 0.146734 seconds
Decode time: 0.204295 seconds
Decode time: 0.147122 seconds
Decode time: 0.129956 seconds
Decode time: 0.144153 seconds
Decode time: 0.0541331 seconds
Decode time: 0.056349 seconds
Decode time: 0.107931 seconds
Decode time: 0.0649964 seconds
Decode time: 0.156053 seconds
Decode time: 0.167913 seconds
Decode time: 0.145131 seconds
Decode time: 0.157552 seconds
Decode time: 0.0981902 seconds
Decode time: 0.221713 seconds
Decode time: 0.141607 seconds
Decode time: 0.0554277 seconds
Decode time: 0.107407 seconds
Decode time: 0.0462988 seconds
Decode time: 0.185093 seconds
Decode time: 0.214111 seconds
Decode time: 0.134056 seconds
Decode time: 0.140553 seconds
Decode time: 0.14295 seconds
